issuer,"total_certs","risky_certs","risk_percent",tier,zscore
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1497140101351079",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1497140101375044",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1497142703171574",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1497147301120542",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1497157103503753",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1497161701354383",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1497164303647096",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1497171503428165",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1497176101207819",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1497176101495139",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1497176102102184",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1497183301885436",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1497185903563847",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1497190501730546",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1497200303621449",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1497212101758603",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1497212102004329",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1497219305453809",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1497226501258615",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1497226505327385",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1497233701353519",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1497233701381771",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1497240901325449",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1497240901432238",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1497255301559452",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1497255301780780",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1497262501387438",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1497262501559072",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1497269702062943",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1497284101814169",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1497286703203595",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1497298501038798",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1497322470312417",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1497327301277918",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1497327301467222",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1497334501677069",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1497336870485233",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1497341701648569",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1497348905441283",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1497356105432356",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1497358470490586",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1497365670266372",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1497370501817419",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1497370501965308",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1497377701857438",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1497380070594880",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1497384901596431",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1497384905295021",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1497387270390806",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1497394470421440",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1497399301883743",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1497406502429777",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1497406505385634",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1497413701558576",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1497420901435953",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1497428106098926",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1497435305429488",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1497437670353957",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1497440718530736",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1497440718651044",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1497440719119705",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1497440720549615",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1497460426567924",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1497474826475511",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1497476719254935",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1497482026494007",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1497483920338294",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1497489226461112",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1497491118544682",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1497491120402541",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1497491122974849",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1497498319405667",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1497503626504340",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1497510826427992",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1497512718627012",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1497518026520182",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1497527118935907",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1497540488638730",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1497541518543179",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1497541518634838",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1497541520686632",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1497554914609638",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1497570320656108",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1497577518557623",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1497584720338891",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1497595097286194",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1497599118966048",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1497606320873099",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1497613518928600",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1497617203501351",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1497620718906995",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1497620720449225",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1497627920652462",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1497635118994002",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1497635120405352",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1497642318714127",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1497646934813645",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1497649518461708",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1497649518616228",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1497649520615731",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1497656718858649",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1497656720557825",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1497663918659021",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1497670146231043",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1497671118445765",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1497678318689600",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1497678318966065",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1497691746397129",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1497692718622756",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1497699919217805",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1497699921468923",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1497707118619458",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1497714321565317",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1497721518657377",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1497735918436988",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1497735921916830",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1497743118642658",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1497750319112377",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1497750319141297",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1497756546419785",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1497764721391056",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1497771918821951",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1497771921333158",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1497786319065702",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1497786319087041",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1497786321299999",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1497792546247400",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1497800721438142",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1497807918577953",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1497815118552118",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1497828546302794",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1497829518822395",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1497843918694090",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1497864546339117",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1497865518712774",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1497865519416760",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1497871746213211",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1497887121394763",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1497901518745955",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1497915918550380",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1497915921419582",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1497918552991385",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1497923118827876",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1497923121838512",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1497930318924697",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1497930319121849",1,"0.0","0.0",tier1,"-0.08"
"/C=GB/L=London/O=Google Certificate Transparency (Precert Signing)/serialNumber=1497932953036749",1,"0.0","0.0",tier1,"-0.08"
